path_id,model,with_mean_rollout_error_km,without_mean_rollout_error_km,with_minus_without_mean_km,without_minus_with_mean_km,with_final_rollout_error_km,without_final_rollout_error_km,with_minus_without_final_km
Loriana_plus_A3M19_e-obs_7990__2021__southbound_01,transformer,3.0245884189634413,3.0245884189634413,0.0,0.0,13.170621783941684,13.170621783941684,0.0
Louis_DER_AU050_eobs_3264__2021__southbound_01,transformer,0.4589827103656265,0.4589827103656265,0.0,0.0,0.0138581327612983,0.0138581327612983,0.0
Louis_DER_AU050_eobs_3264__2022__southbound_01,transformer,0.8235548711653959,0.8235548711653959,0.0,0.0,0.8235548711653959,0.8235548711653959,0.0
Moenchsambach_4_12183_ABR27__2023__southbound_01,transformer,8.97510042124022,8.960215487501673,0.014884933738548156,-0.014884933738548156,0.2753565445099221,3.4456801672608868,-3.170323622750965
Rosalie_DER_A2M38_e-obs_6993__2021__southbound_01,transformer,13.818373386315598,14.75787334723834,-0.9394999609227419,0.9394999609227419,9.467010044909632,9.467010044909632,0.0
Rosalie_DER_A2M38_e-obs_6993__2022__southbound_01,transformer,36.10879651352133,35.40436684444358,0.7044296690777472,-0.7044296690777472,3.5418432686884804,0.3129608269268696,3.228882441761611
Rosalie_DER_A2M38_e-obs_6993__2023__southbound_01,transformer,15.014429554735022,15.639284915622126,-0.6248553608871035,0.6248553608871035,0.1833163470539948,0.1833163470539948,0.0
Rudolph_plus_A3M22_e-obs_8046__2021__southbound_01,transformer,3.0045985101290604,3.0045985101290604,0.0,0.0,3.982278760036537,3.982278760036537,0.0
Sierit_DER_AN858_eobs2561__2021__southbound_01,transformer,0.1648209925467807,0.1648209925467807,0.0,0.0,0.2072735871220019,0.2072735871220019,0.0
Steppach_2_12178_AEH96__2023__southbound_01,transformer,3.3080686171521805,2.961251646962809,0.3468169701893715,-0.3468169701893715,11.0449606345067,2.721353349961789,8.32360728454491
Steppach_3_12179_AEH97__2023__southbound_01,transformer,5.41416057682723,5.31911062556843,0.09504995125880011,-0.09504995125880011,0.1927179162693595,0.1927179162693595,0.0
