path_id,model,with_mean_rollout_error_km,without_mean_rollout_error_km,with_minus_without_mean_km,without_minus_with_mean_km,with_final_rollout_error_km,without_final_rollout_error_km,with_minus_without_final_km
Rosalie_DER_A2M38_e-obs_6993__2021__southbound_01,transformer,219.45515528633456,162.89314397962465,56.562011306709906,-56.562011306709906,280.5419156630081,179.09897811394458,101.44293754906354
Rosalie_DER_A2M38_e-obs_6993__2022__southbound_01,transformer,353.1696278125259,164.85398794257915,188.31563986994675,-188.31563986994675,149.65794184834076,247.59479449982575,-97.936852651485
Rosalie_DER_A2M38_e-obs_6993__2023__southbound_01,transformer,279.6868817331064,201.62832839510625,78.05855333800017,-78.05855333800017,354.8319079937862,230.86036360332895,123.97154439045727
Rudolph_plus_A3M22_e-obs_8046__2021__southbound_01,transformer,3.7135535189602975,2.4306918415278567,1.2828616774324408,-1.2828616774324408,5.979034287798989,3.966683639017775,2.0123506487812137
Sierit_DER_AN858_eobs2561__2021__southbound_01,transformer,5.166594322405939,5.509603930352566,-0.3430096079466267,0.3430096079466267,8.74482168715404,10.868488571577831,-2.123666884423791
Steppach_2_12178_AEH96__2023__southbound_01,transformer,21.1763647032617,25.153788084820235,-3.977423381558534,3.977423381558534,8.547189290962532,15.223476113374048,-6.676286822411516
Steppach_3_12179_AEH97__2023__southbound_01,transformer,252.7802861942392,111.52392991428692,141.25635627995229,-141.25635627995229,341.17093762912805,155.86145224853274,185.3094853805953
Steppach_5_12185__2023__southbound_01,transformer,44.55789867212626,46.35197412154263,-1.7940754494163755,1.7940754494163755,78.5244086337713,80.23616656363563,-1.7117579298643335
Wingersdorf_1_12174_A1X36__2023__southbound_01,transformer,466.0807384618348,62.49316707430789,403.5875713875269,-403.5875713875269,421.8020372472273,79.25151918788127,342.550518059346
Wingersdorf_2_12175_AEH98__2023__southbound_01,transformer,594.9245794009569,382.30918426194114,212.61539513901573,-212.61539513901573,704.3184596679313,643.0029023697538,61.31555729817751
Wingersdorf_3_12176_AEH99__2023__southbound_01,transformer,77.38949147678356,260.17687145987685,-182.78737998309327,182.78737998309327,34.589711550275204,356.6945808641414,-322.10486931386623
