baseline_model,fly_error_mean_km_delta_weighted_minus_weather,fly_error_mean_km_improved,fly_error_mean_km_weather,fly_error_mean_km_weighted,gated_fly_error_mean_km_delta_weighted_minus_weather,gated_fly_error_mean_km_improved,gated_fly_error_mean_km_weather,gated_fly_error_mean_km_weighted,gated_mean_error_km_delta_weighted_minus_weather,gated_mean_error_km_improved,gated_mean_error_km_weather,gated_mean_error_km_weighted,gated_median_error_km_delta_weighted_minus_weather,gated_median_error_km_improved,gated_median_error_km_weather,gated_median_error_km_weighted,gated_migration50_error_mean_km_delta_weighted_minus_weather,gated_migration50_error_mean_km_improved,gated_migration50_error_mean_km_weather,gated_migration50_error_mean_km_weighted,gated_p90_error_km_delta_weighted_minus_weather,gated_p90_error_km_improved,gated_p90_error_km_weather,gated_p90_error_km_weighted,gated_p95_error_km_delta_weighted_minus_weather,gated_p95_error_km_improved,gated_p95_error_km_weather,gated_p95_error_km_weighted,gated_stationary_error_mean_km_delta_weighted_minus_weather,gated_stationary_error_mean_km_improved,gated_stationary_error_mean_km_weather,gated_stationary_error_mean_km_weighted,k,kind,mean_error_km_delta_weighted_minus_weather,mean_error_km_improved,mean_error_km_weather,mean_error_km_weighted,median_error_km_delta_weighted_minus_weather,median_error_km_improved,median_error_km_weather,median_error_km_weighted,migration50_error_mean_km_delta_weighted_minus_weather,migration50_error_mean_km_improved,migration50_error_mean_km_weather,migration50_error_mean_km_weighted,model,model_family,p90_error_km_delta_weighted_minus_weather,p90_error_km_improved,p90_error_km_weather,p90_error_km_weighted,p95_error_km_delta_weighted_minus_weather,p95_error_km_improved,p95_error_km_weather,p95_error_km_weighted,setup,stationary_error_mean_km_delta_weighted_minus_weather,stationary_error_mean_km_improved,stationary_error_mean_km_weather,stationary_error_mean_km_weighted
triline_lstm_2l_k7,-4.881732541924137,True,73.36124674840259,68.47951420647846,-4.563770110005876,True,73.64670592517521,69.08293581516934,-0.2136980715049166,True,12.754804614193892,12.541106542688976,-0.030958404310422627,True,0.8132165286706651,0.7822581243602424,-13.099450589221902,True,106.5919861602032,93.4925355709813,5.986061941454501,False,37.612164492698426,43.59822643415293,4.37590191415363,False,75.13839725758292,79.51429917173655,0.523311769533465,False,2.438209829433463,2.961521598966928,7,triline_lstm,0.02021652816653763,False,13.313058234836303,13.33327476300284,0.13668105431227606,False,1.7432076117605575,1.8798886660728336,-13.738915353284952,True,106.35808208430012,92.61916673101517,triline_lstm_2l_k7__distance_only,triline,5.350887274538422,False,37.3615763812826,42.712463655821026,2.9212418273284584,False,75.13839725758292,78.05963908491138,setup_10km,0.8507279939423378,False,3.139409274697019,3.990137268639357
triline_lstm_2l_k7,-5.353418979134801,True,73.36124674840259,68.00782776926779,-4.463201733204912,True,73.64670592517521,69.1835041919703,0.22562441387986176,False,12.754804614193892,12.980429028073754,-0.023249861335894018,True,0.8132165286706651,0.789966667334771,-16.697521706268518,True,106.5919861602032,89.89446445393469,7.223638268979684,False,37.612164492698426,44.83580276167811,12.45086636199592,False,75.13839725758292,87.58926361957884,1.0200275830076984,False,2.438209829433463,3.4582374124411612,7,triline_lstm,0.7519950785011318,False,13.313058234836303,14.065053313337435,0.3758942663914666,False,1.7432076117605575,2.119101878152024,-17.908361518739966,True,106.35808208430012,88.44972056556016,triline_lstm_2l_k7__current_bins,triline,6.671759659730313,False,37.3615763812826,44.033336041012916,11.512337385809815,False,75.13839725758292,86.65073464339274,setup_10km,1.7864032915757764,False,3.139409274697019,4.925812566272795
triline_transformer_2l_k7,-1.9431752962973121,True,72.5299145884556,70.58673929215828,-1.9239840024498136,True,72.75252144104739,70.82853743859758,-0.043843847677624836,True,12.842725072311644,12.79888122463402,0.0024875078304574805,False,0.8211273133995798,0.8236148212300373,-5.054458640094666,True,104.2687485884976,99.21428994840294,6.711154998267553,False,36.09718245312243,42.80833745138998,-5.63690740446647,True,78.25048915314991,72.61358174868344,0.27469841652728055,False,2.6925231658670503,2.967221582394331,7,triline_transformer,-0.023083330140384106,True,13.252596414900404,13.22951308476002,-0.06537763607713742,True,1.5134098771058668,1.4480322410287294,-5.0746970981086434,True,104.09316398584257,99.01846688773392,triline_transformer_2l_k7__mild_bins,triline,6.169191891415096,False,36.09718245312243,42.266374344537525,-5.7093194479770375,True,78.25048915314991,72.54116970517288,setup_10km,0.3022277594764291,False,3.2095519646920776,3.5117797241685067
triline_transformer_2l_k7,-2.7001848300451172,True,72.5299145884556,69.82972975841048,-2.728805351978494,True,72.75252144104739,70.0237160890689,0.25194874685432467,False,12.842725072311644,13.094673819165969,0.02347870144776132,False,0.8211273133995798,0.8446060148473411,-7.237186213341587,True,104.2687485884976,97.03156237515601,6.527750973521364,False,36.09718245312243,42.62493342664379,2.57120228105903,False,78.25048915314991,80.82169143420894,0.756962246656578,False,2.6925231658670503,3.4494854125236283,7,triline_transformer,0.49194611097167495,False,13.252596414900404,13.74454252587208,0.34023297391121066,False,1.5134098771058668,1.8536428510170775,-7.317684369110495,True,104.09316398584257,96.77547961673207,triline_transformer_2l_k7__medium_bins,triline,6.527750973521364,False,36.09718245312243,42.62493342664379,2.57120228105903,False,78.25048915314991,80.82169143420894,setup_10km,1.0327720781258218,False,3.2095519646920776,4.242324042817899
triline_transformer_2l_k7,-3.8425691325559512,True,72.5299145884556,68.68734545589965,-3.769413513536321,True,72.75252144104739,68.98310792751107,0.1531751607406857,False,12.842725072311644,12.99590023305233,0.01003331241776495,False,0.8211273133995798,0.8311606258173447,-9.70180018968594,True,104.2687485884976,94.56694839881166,8.347218690773637,False,36.09718245312243,44.444401143896066,-2.573153504208719,True,78.25048915314991,75.6773356489412,0.8177587422769776,False,2.6925231658670503,3.510281908144028,7,triline_transformer,0.4690227912797962,False,13.252596414900404,13.7216192061802,0.49230374154693557,False,1.5134098771058668,2.0057136186528024,-9.858954630147949,True,104.09316398584257,94.23420935569462,triline_transformer_2l_k7__distance_only,triline,8.12412770239417,False,36.09718245312243,44.2213101555166,-2.573153504208719,True,78.25048915314991,75.6773356489412,setup_10km,1.1995131487460569,False,3.2095519646920776,4.4090651134381345
triline_transformer_2l_k7,-5.632371489892648,True,72.5299145884556,66.89754309856295,-4.979333319119192,True,72.75252144104739,67.7731881219282,0.04170041608736419,False,12.842725072311644,12.884425488399009,-0.01224192037116234,True,0.8211273133995798,0.8088853930284174,-12.893717420470693,True,104.2687485884976,91.37503116802691,9.029668873750339,False,36.09718245312243,45.12685132687277,2.8388247181130595,False,78.25048915314991,81.08931387126297,0.8923877707519914,False,2.6925231658670503,3.5849109366190417,7,triline_transformer,0.4582482729892856,False,13.252596414900404,13.71084468788969,0.3250255813937408,False,1.5134098771058668,1.8384354584996077,-13.66101703424873,True,104.09316398584257,90.43214695159384,triline_transformer_2l_k7__current_bins,triline,8.703465760736933,False,36.09718245312243,44.80064821385936,2.6072806005989833,False,78.25048915314991,80.8577697537489,setup_10km,1.4901499664641626,False,3.2095519646920776,4.69970193115624
triline_transformer_4l_k7,-2.795505075904373,True,71.47066626101909,68.67516118511472,-2.856238242503821,True,71.94772245949284,69.09148421698902,-0.16589321493609432,True,12.791029686877907,12.625136471941813,-0.0039742808191237655,True,0.8088853930284174,0.8049111122092937,-7.426454908604114,True,103.93472434462636,96.50826943602225,2.9730544382348754,False,37.87742454243341,40.850478980668285,1.8016322246621428,False,72.04792627602778,73.84955850068992,0.28991780234291564,False,2.768422164330853,3.0583399666737687,7,triline_transformer,-0.023367340896104594,True,13.576151340911602,13.552784000015498,-0.031311180999042953,True,2.0705320312021414,2.0392208502030984,-7.4848420069168355,True,103.52778075833828,96.04293875142145,triline_transformer_4l_k7__mild_bins,triline,3.311576394310528,False,37.86119432723284,41.172770721543365,3.06304540050715,False,70.58906380004188,73.65210920054903,setup_10km,0.4463013848933177,False,3.767387977772826,4.213689362666144
triline_transformer_4l_k7,-2.5519198381796286,True,71.47066626101909,68.91874642283946,-2.7243334003199635,True,71.94772245949284,69.22338905917287,0.08307653418510341,False,12.791029686877907,12.87410622106301,0.0012610465530162873,False,0.8088853930284174,0.8101464395814337,-9.866703247143946,True,103.93472434462636,94.06802109748241,5.636306841353765,False,37.87742454243341,43.513731383787174,8.467652146417223,False,72.04792627602778,80.515578422445,0.5587212433408055,False,2.768422164330853,3.3271434076716586,7,triline_transformer,0.08628892091203255,False,13.576151340911602,13.662440261823635,0.03910228257146464,False,2.0705320312021414,2.109634313773606,-9.777245179144899,True,103.52778075833828,93.75053557919338,triline_transformer_4l_k7__medium_bins,triline,5.071114146651617,False,37.86119432723284,42.932308473884454,9.926514622403118,False,70.58906380004188,80.515578422445,setup_10km,0.5332667642569517,False,3.767387977772826,4.300654742029778
triline_transformer_4l_k7,-4.55261858034109,True,71.47066626101909,66.918047680678,-4.680771027990957,True,71.94772245949284,67.26695143150188,0.06014826542026874,False,12.791029686877907,12.851177952298176,-0.0010652123896983667,True,0.8088853930284174,0.8078201806387191,-14.220019815558587,True,103.93472434462636,89.71470452906777,7.511468777045067,False,37.87742454243341,45.38889331947848,8.450157638689802,False,72.04792627602778,80.49808391471758,0.863377302523042,False,2.768422164330853,3.631799466853895,7,triline_transformer,0.13278130704156688,False,13.576151340911602,13.70893264795317,0.013294812126898314,False,2.0705320312021414,2.0838268433290397,-14.244927289989832,True,103.52778075833828,89.28285346834845,triline_transformer_4l_k7__distance_only,triline,8.18893794241535,False,37.86119432723284,46.05013226964819,9.909020114675698,False,70.58906380004188,80.49808391471758,setup_10km,0.9266039829968613,False,3.767387977772826,4.693991960769687
triline_transformer_4l_k7,-5.198726025939379,True,71.47066626101909,66.27194023507971,-4.485463697501672,True,71.94772245949284,67.46225876199117,0.06526917825136458,False,12.791029686877907,12.856298865129272,-0.0039742808191237655,True,0.8088853930284174,0.8049111122092937,-14.290561116346808,True,103.93472434462636,89.64416322827955,8.244812294116493,False,37.87742454243341,46.1222368365499,13.396367000958278,False,72.04792627602778,85.44429327698606,0.8362759302504985,False,2.768422164330853,3.6046980945813516,7,triline_transformer,0.49720823313707996,False,13.576151340911602,14.073359574048682,0.23315397889225675,False,2.0705320312021414,2.303686010094398,-15.15564722144525,True,103.52778075833828,88.37213353689303,triline_transformer_4l_k7__current_bins,triline,7.941897891750642,False,37.86119432723284,45.80309221898348,13.93133731506019,False,70.58906380004188,84.52040111510208,setup_10km,1.4622404362114962,False,3.767387977772826,5.229628413984322
triline_lstm_2l_k14,-3.205981307040801,True,72.31977017053936,69.11378886349856,-2.8960219250052432,True,72.47784424905078,69.58182232404553,-0.4023851628001438,True,13.355923997873132,12.953538835072989,-0.023604543060355754,True,0.8082727182331646,0.7846681751728088,-5.981111664388621,True,103.98037211154956,97.99926044716094,-0.16884187653302263,True,44.22959621385496,44.06075433732194,0.027928420633273277,False,76.18393847575989,76.21186689639316,0.05536284424799476,False,2.503123951765349,2.558486796013344,14,triline_lstm,-0.4130341128651587,True,13.957055790622135,13.544021677756977,-0.1881828075855554,True,1.821277179596756,1.6330943720112006,-6.267810410184282,True,103.82705894230492,97.55924853212063,triline_lstm_2l_k14__mild_bins,triline,0.8948975883879342,False,42.84856649547535,43.74346408386329,0.027928420633273277,False,76.18393847575989,76.21186689639316,setup_10km,0.09965724270903964,False,3.243620458644324,3.3432777013533634
triline_lstm_2l_k14,-4.113647082926775,True,72.31977017053936,68.20612308761258,-3.786071715715096,True,72.47784424905078,68.69177253333568,-0.31960750085046286,True,13.355923997873132,13.03631649702267,-0.023604543060355754,True,0.8082727182331646,0.7846681751728088,-9.166486196227567,True,103.98037211154956,94.81388591532199,0.7959036464045184,False,44.22959621385496,45.02549986025948,-1.7508907034685137,True,76.18393847575989,74.43304777229137,0.31671897215790157,False,2.503123951765349,2.8198429239232508,14,triline_lstm,-0.1432085332879609,True,13.957055790622135,13.813847257334174,0.088185112904549,False,1.821277179596756,1.909462292501305,-9.440519236575525,True,103.82705894230492,94.38653970572939,triline_lstm_2l_k14__medium_bins,triline,2.1093563915074256,False,42.84856649547535,44.95792288698278,-1.7508907034685137,True,76.18393847575989,74.43304777229137,setup_10km,0.5856307109639176,False,3.243620458644324,3.8292511696082414
triline_lstm_2l_k14,-4.10132148136978,True,72.31977017053936,68.21844868916958,-3.6044959941591657,True,72.47784424905078,68.87334825489161,-0.27176881315149615,True,13.355923997873132,13.084155184721636,-0.026014593872922154,True,0.8082727182331646,0.7822581243602424,-9.354791151458372,True,103.98037211154956,94.62558096009118,1.7495954228979542,False,44.22959621385496,45.979191636752915,0.07145965318839842,False,76.18393847575989,76.25539812894829,0.34000802951599507,False,2.503123951765349,2.8431319812813443,14,triline_lstm,-0.060985541521084485,True,13.957055790622135,13.89607024910105,0.130415859996853,False,1.821277179596756,1.951693039593609,-9.931117107460565,True,103.82705894230492,93.89594183484435,triline_lstm_2l_k14__distance_only,triline,2.951674768844825,False,42.84856649547535,45.80024126432018,0.07145965318839842,False,76.18393847575989,76.25539812894829,setup_10km,0.6806845173672214,False,3.243620458644324,3.924304976011545
triline_lstm_2l_k14,-6.000034414320368,True,72.31977017053936,66.31973575621899,-5.612160951294115,True,72.47784424905078,66.86568329775666,-0.30844812851797343,True,13.355923997873132,13.047475869355159,-0.01389077150400786,True,0.8082727182331646,0.7943819467291567,-15.383630670370906,True,103.98037211154956,88.59674144117865,4.338576461922443,False,44.22959621385496,48.568172675777404,3.4858108777811054,False,76.18393847575989,79.669749353541,0.665135519019604,False,2.503123951765349,3.168259470784953,14,triline_lstm,0.2930606374814211,False,13.957055790622135,14.250116428103556,0.5207939289182506,False,1.821277179596756,2.3420711085150066,-15.735486368122622,True,103.82705894230492,88.0915725741823,triline_lstm_2l_k14__current_bins,triline,5.238808648064328,False,42.84856649547535,48.08737514353968,2.2375594320930077,False,76.18393847575989,78.4214979078529,setup_10km,1.448261652235248,False,3.243620458644324,4.691882110879572
