fly_error_mean_km_delta_weighted_minus_weather,fly_error_mean_km_improved,fly_error_mean_km_weather,fly_error_mean_km_weighted,gated_fly_error_mean_km_delta_weighted_minus_weather,gated_fly_error_mean_km_improved,gated_fly_error_mean_km_weather,gated_fly_error_mean_km_weighted,gated_mean_error_km_delta_weighted_minus_weather,gated_mean_error_km_improved,gated_mean_error_km_weather,gated_mean_error_km_weighted,gated_median_error_km_delta_weighted_minus_weather,gated_median_error_km_improved,gated_median_error_km_weather,gated_median_error_km_weighted,gated_migration50_error_mean_km_delta_weighted_minus_weather,gated_migration50_error_mean_km_improved,gated_migration50_error_mean_km_weather,gated_migration50_error_mean_km_weighted,gated_p90_error_km_delta_weighted_minus_weather,gated_p90_error_km_improved,gated_p90_error_km_weather,gated_p90_error_km_weighted,gated_p95_error_km_delta_weighted_minus_weather,gated_p95_error_km_improved,gated_p95_error_km_weather,gated_p95_error_km_weighted,gated_stationary_error_mean_km_delta_weighted_minus_weather,gated_stationary_error_mean_km_improved,gated_stationary_error_mean_km_weather,gated_stationary_error_mean_km_weighted,k,kind,mean_error_km_delta_weighted_minus_weather,mean_error_km_improved,mean_error_km_weather,mean_error_km_weighted,median_error_km_delta_weighted_minus_weather,median_error_km_improved,median_error_km_weather,median_error_km_weighted,migration50_error_mean_km_delta_weighted_minus_weather,migration50_error_mean_km_improved,migration50_error_mean_km_weather,migration50_error_mean_km_weighted,model,model_family,p90_error_km_delta_weighted_minus_weather,p90_error_km_improved,p90_error_km_weather,p90_error_km_weighted,p95_error_km_delta_weighted_minus_weather,p95_error_km_improved,p95_error_km_weather,p95_error_km_weighted,setup,stationary_error_mean_km_delta_weighted_minus_weather,stationary_error_mean_km_improved,stationary_error_mean_km_weather,stationary_error_mean_km_weighted
-4.253954255616549,True,71.47066626101909,67.21671200540254,-4.058465657532707,True,71.94772245949284,67.88925680196013,0.050127213119187886,False,12.791029686877907,12.841156899997095,0.0012610465530162873,False,0.8088853930284174,0.8101464395814337,-11.354366430489264,True,103.93472434462636,92.5803579141371,7.130163689562423,False,37.87742454243341,45.00758823199583,6.206838501043094,False,72.04792627602778,78.25476477707087,0.7462245079892909,False,2.768422164330853,3.514646672320144,7,triline_transformer,0.6693898776791531,False,13.576151340911602,14.245541218590756,0.501836692062585,False,2.0705320312021414,2.5723687232647263,-11.631027652080775,True,103.52778075833828,91.8967531062575,triline_transformer_4l_k7,triline,7.259054961465189,False,37.86119432723284,45.12024928869803,7.66570097702899,False,70.58906380004188,78.25476477707087,setup_10km,1.503526196559036,False,3.767387977772826,5.270914174331862
-1.1535218063992545,True,70.26462999641365,69.11110819001439,-1.2763642066604177,True,70.7038382296688,69.42747402300839,1.557642682451414,False,13.112349908899366,14.66999259135078,0.03166150655533273,False,0.8078201806387191,0.8394816871940518,-13.893431385703892,True,100.49680339583094,86.60337201012705,14.191921411509128,False,43.15095555140306,57.342876962912186,18.402048913358158,False,76.92586986005985,95.327918773418,2.0778712197883733,False,2.5404857940728087,4.618357013861182,14,triline_transformer,2.171448308547948,False,13.766425139587556,15.937873448135504,1.0003808743605358,False,1.8178734811828785,2.8182543555434143,-13.656703477533824,True,99.93657279559348,86.27986931805965,triline_transformer_4l_k14,triline,14.042893577533249,False,43.04791774992344,57.09081132745669,18.851474351855913,False,76.47644442156209,95.327918773418,setup_10km,2.781801214263785,False,3.395251171114234,6.177052385378019
-6.014248925262933,True,75.46821096162849,69.45396203636555,-5.978135516224242,True,75.66216431922443,69.68402880300019,0.9956414226657397,False,14.19704072595373,15.19268214861947,0.031897437744271895,False,0.9265101795054697,0.9584076172497416,-26.091134803206742,True,113.02932594429252,86.93819114108578,17.511127231417404,False,41.43880925230683,58.94993648372424,19.423226328263084,False,82.33601991537131,101.7592462436344,2.295577913467605,False,2.7397260210677445,5.035303934535349,30,triline_transformer,1.1941611357438138,False,14.826533894024925,16.02069502976874,0.2380410825463053,False,2.16600023867596,2.404041321222265,-25.95352585325108,True,112.74343927639396,86.78991342314288,triline_transformer_4l_k30,triline,17.04758614010656,False,41.43880925230683,58.48639539241339,19.423226328263084,False,82.33601991537131,101.7592462436344,setup_10km,2.537834063782357,False,3.522712510809344,6.060546574591701
-5.346891271393034,True,73.36124674840259,68.01435547700956,-4.920995651130369,True,73.64670592517521,68.72571027404484,0.5332341943083794,False,12.754804614193892,13.288038808502272,-0.005396348031945997,True,0.8132165286706651,0.8078201806387191,-21.79522888379772,True,106.5919861602032,84.79675727640549,11.709046899042967,False,37.612164492698426,49.32121139174139,13.070861918131087,False,75.13839725758292,88.20925917571401,1.457315689004461,False,2.438209829433463,3.895525518437924,7,triline_lstm,1.2686133895386735,False,13.313058234836303,14.581671624374977,0.7608326605246349,False,1.7432076117605575,2.5040402722851924,-22.36153332422792,True,106.35808208430012,83.9965487600722,triline_lstm_2l_k7,triline,11.067300524640771,False,37.3615763812826,48.428876905923374,11.96980519037767,False,75.13839725758292,87.1082024479606,setup_10km,2.389443572438846,False,3.139409274697019,5.528852847135865
-5.43994257720469,True,72.31977017053936,66.87982759333467,-4.994571787178273,True,72.47784424905078,67.4832724618725,-0.17370185436732122,True,13.355923997873132,13.182222143505811,-0.0033616060238709222,True,0.8082727182331646,0.8049111122092937,-14.203632635273195,True,103.98037211154956,89.77673947627636,2.779087240066609,False,44.22959621385496,47.00868345392157,7.337458053440258,False,76.18393847575989,83.52139652920015,0.7112480458864372,False,2.503123951765349,3.2143719976517864,14,triline_lstm,0.5590729390576108,False,13.957055790622135,14.516128729679746,0.8791822412256662,False,1.821277179596756,2.700459420822422,-14.90583029680873,True,103.82705894230492,88.92122864549619,triline_lstm_2l_k14,triline,3.5421195174159976,False,42.84856649547535,46.39068601289135,4.25554516809521,False,76.18393847575989,80.4394836438551,setup_10km,1.6602908222875805,False,3.243620458644324,4.903911280931904
-6.169361355431192,True,73.96741818932034,67.79805683388915,-5.4280341095431055,True,74.27149007156873,68.84345596202563,0.7822366418498845,False,13.894048573304492,14.676285215154376,-0.02111759782681022,True,0.9229634179662022,0.901845820139392,-23.636547186384348,True,109.06172723697829,85.42518005059394,16.806623860116694,False,41.18983444886679,57.996458308983485,11.406864560401317,False,81.71579694310451,93.12266150350582,1.9398529003332277,False,2.6394816273561137,4.579334527689341,30,triline_lstm,1.5628739079419436,False,14.57921617856364,16.142090086505583,0.9650424397249995,False,2.33883995018863,3.3038823899136296,-24.35189559757768,True,108.7902496227712,84.43835402519352,triline_lstm_2l_k30,triline,15.838422559233372,False,41.18983444886679,57.02825700810016,11.406864560401317,False,81.71579694310451,93.12266150350582,setup_10km,3.0041896916847413,False,3.509046944102414,6.513236635787155
0.9455225929112885,False,75.86482619472844,76.81034878763973,1.8714018101368879,False,76.28621807897765,78.15761988911454,1.1768684609480342,False,13.609058861231755,14.78592732217979,-0.028225465284431928,True,0.841441993955097,0.8132165286706651,-5.97948905092872,True,103.58827240079496,97.60878334986624,17.172820430305578,False,41.72135040797117,58.89417083827675,9.93477138334616,False,90.17990769136894,100.1146790747151,1.059197326136689,False,2.9899972128350885,4.049194538971777,7,triline_linear_ar,2.497432243002736,False,14.405260315361202,16.90269255836394,1.3400444379632317,False,2.2517704747924654,3.591814912755697,-7.601290120818504,True,103.18083846603382,95.57954834521531,triline_linear_ar_full_k7,triline,13.696844753619885,False,41.39774764543489,55.094592399054775,7.9127086126026995,False,90.17990769136894,98.09261630397164,setup_10km,2.7603641380142925,False,3.992489106484954,6.752853244499247
5.8090318457714005,False,73.72258726195186,79.53161910772326,6.313978143157527,False,74.09603725138915,80.41001539454668,2.4921588165008792,False,13.764790159817029,16.256948976317908,-0.011531241275122284,True,0.8211273133995798,0.8095960721244575,-2.8386265525633547,True,103.44090537491536,100.602278822352,17.450759725745726,False,40.42821909206614,57.87897881781187,19.95349858120136,False,88.86617710902408,108.81967569022544,1.7906010729712531,False,2.689998298601861,4.480599371573114,14,triline_linear_ar,3.842809312323638,False,14.660621866990102,18.50343117931374,1.4824288098669798,False,2.4771952601941902,3.95962407006117,-3.5318323272383054,True,103.10918787925962,99.57735555202132,triline_linear_ar_full_k14,triline,15.160540988082218,False,40.33770509369587,55.498246081778085,21.379563114911917,False,86.29200909760728,107.6715722125192,setup_10km,3.481876854260673,False,3.818827520012858,7.300704374273531
5.458107727960794,False,77.73976751683485,83.19787524479564,5.526609288416637,False,78.3620781496416,83.88868743805824,3.00312596540293,False,15.013728191294106,18.016854156697036,0.05906627488546001,False,0.9216405057608904,0.9807067806463504,-3.7166356974453265,True,110.94427390111464,107.22763820366931,16.214525008552577,False,46.84695271853301,63.06147772708559,17.9088756918714,False,94.7581681029684,112.6670437948398,2.532739819665718,False,3.2053734841459995,5.738113303811717,30,triline_linear_ar,4.147665963621696,False,15.930627010661093,20.07829297428279,1.8347727094282429,False,2.6347332934154157,4.469506002843659,-3.8627088355112704,True,110.17759856937803,106.31488973386676,triline_linear_ar_full_k30,triline,14.924511205226253,False,46.84695271853301,61.77146392375926,17.9088756918714,False,94.7581681029684,112.6670437948398,setup_10km,3.903395020707616,False,4.409186346133086,8.312581366840702
5.982212018926347,False,78.72624993587563,84.70846195480198,6.578154305368258,False,79.18091832335881,85.75907262872707,2.32616021838005,False,14.759491355213871,17.08565157359392,-0.012241410248597262,True,0.9190131128767056,0.9067717026281084,-3.8019763960272854,True,112.16496622258742,108.36298982656014,16.257255857571103,False,47.22965372774804,63.48690958531914,12.611948283675105,False,94.46073424121616,107.07268252489126,1.533573601287951,False,2.751111328257029,4.28468492954498,30,triline_linear_ar,4.185976826244648,False,15.494244363985231,19.68022119022988,3.05094899154452,False,2.461170743343606,5.512119734888126,-4.679735835979358,True,111.60369119723572,106.92395536125636,triline_linear_ar_delta_k30,triline,15.4969655167803,False,47.22965372774804,62.72661924452834,12.570964024796567,False,94.46073424121616,107.03169826601273,setup_10km,3.8511522837491494,False,3.707576658698647,7.558728942447797
